-92.5735,	-97.2225,	0,	0,	0,	0
-154.833,	235.55,	0,	0,	0,	0
258.81,	-132.048,	0,	0,	0,	0
-300.712,	149.445,	0,	0,	0,	0
-187.384,	249.099,	0,	0,	0,	0
-110.984,	-47.6104,	0,	0,	0,	0
-177.468,	2.94564,	0,	0,	0,	0
-205.615,	88.8513,	0,	0,	0,	0
132.56,	-270.407,	0,	0,	0,	0
135.352,	76.5089,	0,	0,	0,	0
170.525,	-155.232,	0,	0,	0,	0
-150.623,	-68.9658,	0,	0,	0,	0
249.574,	-111.518,	0,	0,	0,	0
-177.229,	112.651,	0,	0,	0,	0
-115.321,	-60.6442,	0,	0,	0,	0
174.489,	-150.395,	0,	0,	0,	0
-231.179,	-65.0653,	0,	0,	0,	0
-3.60477,	-140.698,	0,	0,	0,	0
-221.616,	43.8154,	0,	0,	0,	0
179.207,	-81.1009,	0,	0,	0,	0
243.824,	-175.824,	0,	0,	0,	0
149.768,	-121.2,	0,	0,	0,	0
176.163,	-135.264,	0,	0,	0,	0
3.26294,	208.957,	0,	0,	0,	0
-172.325,	80.8571,	0,	0,	0,	0
16.8511,	-167.246,	0,	0,	0,	0
-145.849,	125.762,	0,	0,	0,	0
-117.054,	227.515,	0,	0,	0,	0
-153.138,	-18.0919,	0,	0,	0,	0
-189.335,	97.0897,	0,	0,	0,	0
4.94703,	130.568,	0,	0,	0,	0
81.1707,	75.4042,	0,	0,	0,	0
-148.807,	49.6743,	0,	0,	0,	0
-53.0775,	-123.906,	0,	0,	0,	0
-159.053,	226.785,	0,	0,	0,	0
74.4941,	-294.788,	0,	0,	0,	0
145.849,	-271.611,	0,	0,	0,	0
-14.2413,	145.77,	0,	0,	0,	0
167.79,	-61.8721,	0,	0,	0,	0
194.866,	-72.1605,	0,	0,	0,	0
-39.1787,	153.777,	0,	0,	0,	0
-127.299,	162.933,	0,	0,	0,	0
-80.7477,	-104.808,	0,	0,	0,	0
-221.657,	112.558,	0,	0,	0,	0
131.162,	47.2283,	0,	0,	0,	0
-207.603,	212.391,	0,	0,	0,	0
-142.471,	-1.62983,	0,	0,	0,	0
-144.663,	-29.905,	0,	0,	0,	0
166.716,	-130.284,	0,	0,	0,	0
-164.512,	167.833,	0,	0,	0,	0
-172.274,	133.941,	0,	0,	0,	0
60.731,	154.931,	0,	0,	0,	0
234.545,	-76.1886,	0,	0,	0,	0
-254.896,	331.35,	0,	0,	0,	0
65.5706,	149.919,	0,	0,	0,	0
-77.2736,	-92.0545,	0,	0,	0,	0
-164.993,	192.97,	0,	0,	0,	0
29.0934,	152.543,	0,	0,	0,	0
80.9558,	-203.921,	0,	0,	0,	0
176.919,	-130.164,	0,	0,	0,	0
-39.7616,	174.895,	0,	0,	0,	0
-206.361,	115.053,	0,	0,	0,	0
-195.527,	265.52,	0,	0,	0,	0
224.894,	-188.78,	0,	0,	0,	0
-121.65,	-88.2796,	0,	0,	0,	0
14.4535,	-163.988,	0,	0,	0,	0
-193.7,	106.057,	0,	0,	0,	0
-45.4006,	-137.963,	0,	0,	0,	0
15.9048,	-144.168,	0,	0,	0,	0
52.8273,	-225.968,	0,	0,	0,	0
102.179,	40.181,	0,	0,	0,	0
197.792,	-97.916,	0,	0,	0,	0
-124.769,	411.025,	0,	0,	0,	0
-146.242,	3.51229,	0,	0,	0,	0
-154.229,	161.693,	0,	0,	0,	0
-118.153,	-49.111,	0,	0,	0,	0
-96.3566,	188.709,	0,	0,	0,	0
-180.022,	114.822,	0,	0,	0,	0
-264.104,	349.766,	0,	0,	0,	0
-163.391,	155.523,	0,	0,	0,	0
-151.276,	-7.53721,	0,	0,	0,	0
133.707,	-3.19817,	0,	0,	0,	0
249.597,	-191.541,	0,	0,	0,	0
-97.0376,	-80.0645,	0,	0,	0,	0
222.674,	-38.7358,	0,	0,	0,	0
-126.679,	230.624,	0,	0,	0,	0
-46.3916,	209.515,	0,	0,	0,	0
248.849,	-56.4871,	0,	0,	0,	0
178.441,	-216.152,	0,	0,	0,	0
-256.627,	334.813,	0,	0,	0,	0
-125.877,	-17.8474,	0,	0,	0,	0
200.833,	81.5756,	0,	0,	0,	0
6.53289,	152.253,	0,	0,	0,	0
-221.404,	264.367,	0,	0,	0,	0
174.972,	-210.817,	0,	0,	0,	0
27.2699,	123.417,	0,	0,	0,	0
170.608,	-61.7161,	0,	0,	0,	0
198.692,	-218.944,	0,	0,	0,	0
-206.557,	44.2854,	0,	0,	0,	0
-128.402,	-79.6762,	0,	0,	0,	0
-183.102,	76.6489,	0,	0,	0,	0
-271.224,	117.066,	0,	0,	0,	0
202.146,	-14.7139,	0,	0,	0,	0
111.711,	60.1356,	0,	0,	0,	0
-269.127,	116.308,	0,	0,	0,	0
16.531,	183.035,	0,	0,	0,	0
-56.2179,	187.843,	0,	0,	0,	0
119.077,	-307.58,	0,	0,	0,	0
201.572,	-224.703,	0,	0,	0,	0
207.579,	-26.7629,	0,	0,	0,	0
248.74,	-133.504,	0,	0,	0,	0
165.965,	-140.382,	0,	0,	0,	0
222.238,	-142.95,	0,	0,	0,	0
42.8434,	125.072,	0,	0,	0,	0
-35.1996,	192.606,	0,	0,	0,	0
166.993,	34.0307,	0,	0,	0,	0
32.432,	163.753,	0,	0,	0,	0
-87.4913,	220.67,	0,	0,	0,	0
19.9165,	-146.631,	0,	0,	0,	0
131.282,	50.8484,	0,	0,	0,	0
-23.6821,	-189.26,	0,	0,	0,	0
-15.6561,	-131.365,	0,	0,	0,	0
-140.292,	189.69,	0,	0,	0,	0
-153.978,	13.653,	0,	0,	0,	0
142.991,	-190.76,	0,	0,	0,	0
-128.931,	-29.0368,	0,	0,	0,	0
164.008,	-5.80996,	0,	0,	0,	0
160.751,	-166.382,	0,	0,	0,	0
-106.69,	-129.522,	0,	0,	0,	0
-204.185,	30.8735,	0,	0,	0,	0
170.648,	-53.8418,	0,	0,	0,	0
-191.747,	99.0465,	0,	0,	0,	0
228.913,	-51.1371,	0,	0,	0,	0
125.852,	63.8383,	0,	0,	0,	0
-218.667,	79.8828,	0,	0,	0,	0
-92.7165,	240.533,	0,	0,	0,	0
-174.95,	147.508,	0,	0,	0,	0
147.876,	55.7662,	0,	0,	0,	0
133.345,	-192.723,	0,	0,	0,	0
176.781,	-35.6058,	0,	0,	0,	0
-155.967,	30.554,	0,	0,	0,	0
126.586,	-201.58,	0,	0,	0,	0
189.448,	-121.547,	0,	0,	0,	0
-189.326,	-137.857,	0,	0,	0,	0
114.183,	49.9397,	0,	0,	0,	0
204.483,	-14.5345,	0,	0,	0,	0
-205.129,	197.238,	0,	0,	0,	0
-245.944,	132.474,	0,	0,	0,	0
217.583,	-98.6851,	0,	0,	0,	0
-40.7972,	194.906,	0,	0,	0,	0
154,	76.3046,	0,	0,	0,	0
36.6847,	-202.176,	0,	0,	0,	0
-66.3826,	210.461,	0,	0,	0,	0
-81.4348,	224.69,	0,	0,	0,	0
-199.977,	-5.27456,	0,	0,	0,	0
-219.112,	140.202,	0,	0,	0,	0
285.698,	-156.328,	0,	0,	0,	0
226.886,	-107.038,	0,	0,	0,	0
221.005,	-184.872,	0,	0,	0,	0
-1.77988,	221.549,	0,	0,	0,	0
188.767,	-14.8146,	0,	0,	0,	0
179.317,	-193.176,	0,	0,	0,	0
166.438,	27.3085,	0,	0,	0,	0
124.261,	136.853,	0,	0,	0,	0
-243.972,	181.079,	0,	0,	0,	0
162.518,	41.8103,	0,	0,	0,	0
-29.9244,	205.189,	0,	0,	0,	0
-26.4819,	-120.563,	0,	0,	0,	0
-211.462,	32.7408,	0,	0,	0,	0
-171.686,	206.94,	0,	0,	0,	0
-219.913,	30.5915,	0,	0,	0,	0
-144.327,	143.221,	0,	0,	0,	0
-168.356,	192.51,	0,	0,	0,	0
-100.427,	203.362,	0,	0,	0,	0
293.121,	-118.236,	0,	0,	0,	0
143.562,	-211.297,	0,	0,	0,	0
-221.666,	218.993,	0,	0,	0,	0
128.331,	-180.012,	0,	0,	0,	0
1.35236,	179.794,	0,	0,	0,	0
-210.112,	158.555,	0,	0,	0,	0
-1.64505,	-178.816,	0,	0,	0,	0
46.8544,	164.397,	0,	0,	0,	0
-63.4851,	189.454,	0,	0,	0,	0
-66.229,	212.892,	0,	0,	0,	0
32.0831,	-174.03,	0,	0,	0,	0
160.381,	-116.468,	0,	0,	0,	0
-36.3916,	-183.505,	0,	0,	0,	0
91.2372,	-249.956,	0,	0,	0,	0
-59.5642,	196.409,	0,	0,	0,	0
62.1808,	-195.169,	0,	0,	0,	0
-138.217,	249.159,	0,	0,	0,	0
-10.5002,	-134.259,	0,	0,	0,	0
-210.174,	174.786,	0,	0,	0,	0
66.018,	-266.091,	0,	0,	0,	0
132.925,	-236.071,	0,	0,	0,	0
-2.11252,	147.089,	0,	0,	0,	0
-50.1835,	199.003,	0,	0,	0,	0
159.424,	-133.597,	0,	0,	0,	0
-120.211,	-104.497,	0,	0,	0,	0
125.097,	-162.899,	0,	0,	0,	0
-110.252,	-108.571,	0,	0,	0,	0
158.306,	-38.9871,	0,	0,	0,	0
179.412,	-259.632,	0,	0,	0,	0
-143.723,	9.81554,	0,	0,	0,	0
190.895,	-158.27,	0,	0,	0,	0
-50.4594,	-92.3258,	0,	0,	0,	0
352.752,	-263.028,	0,	0,	0,	0
-192.51,	25.4174,	0,	0,	0,	0
19.0492,	184.833,	0,	0,	0,	0
34.6318,	127.779,	0,	0,	0,	0
127.639,	73.7963,	0,	0,	0,	0
151.069,	-41.3136,	0,	0,	0,	0
165.075,	-26.102,	0,	0,	0,	0
-132.02,	307.71,	0,	0,	0,	0
144.296,	-245.764,	0,	0,	0,	0
158.871,	-134.768,	0,	0,	0,	0
160.345,	-307.71,	0,	0,	0,	0
-235.473,	142.471,	0,	0,	0,	0
-149.487,	335.431,	0,	0,	0,	0
-320.913,	183.503,	0,	0,	0,	0
57.1134,	106.787,	0,	0,	0,	0
-154.992,	-9.39933,	0,	0,	0,	0
216.643,	54.5105,	0,	0,	0,	0
83.3211,	100.427,	0,	0,	0,	0
-28.7544,	-175.424,	0,	0,	0,	0
-174.608,	271.153,	0,	0,	0,	0
-171.054,	154.477,	0,	0,	0,	0
16.1469,	-168.303,	0,	0,	0,	0
119.089,	49.3636,	0,	0,	0,	0
-167.335,	150.221,	0,	0,	0,	0
96.0971,	-212.429,	0,	0,	0,	0
179.223,	-71.1709,	0,	0,	0,	0
-219.47,	66.8528,	0,	0,	0,	0
349.273,	-237.778,	0,	0,	0,	0
-145.053,	111.581,	0,	0,	0,	0
-134.122,	200.975,	0,	0,	0,	0
-187.064,	-4.62438,	0,	0,	0,	0
-150.713,	311.157,	0,	0,	0,	0
-102.64,	-118.8,	0,	0,	0,	0
157.746,	-218.993,	0,	0,	0,	0
-240.783,	138.025,	0,	0,	0,	0
93.1454,	-164.89,	0,	0,	0,	0
58.0377,	112.604,	0,	0,	0,	0
63.553,	-189.467,	0,	0,	0,	0
152.115,	-147.258,	0,	0,	0,	0
-32.2518,	-210.693,	0,	0,	0,	0
-169.61,	3.09332,	0,	0,	0,	0
202.67,	73.1779,	0,	0,	0,	0
-78.5849,	275.847,	0,	0,	0,	0
251.267,	-206.891,	0,	0,	0,	0
-245.208,	161.122,	0,	0,	0,	0
-139.159,	-55.8801,	0,	0,	0,	0
30.9632,	175.871,	0,	0,	0,	0
123.183,	67.4638,	0,	0,	0,	0
-198.669,	-28.9503,	0,	0,	0,	0
-187.316,	182.38,	0,	0,	0,	0
208.205,	-153.919,	0,	0,	0,	0
260.568,	-133.705,	0,	0,	0,	0
97.7045,	-195.501,	0,	0,	0,	0
23.2812,	-171.794,	0,	0,	0,	0
73.4513,	-210.726,	0,	0,	0,	0
-208.766,	240.667,	0,	0,	0,	0
-158.182,	47.7009,	0,	0,	0,	0
-300.916,	166.127,	0,	0,	0,	0
141.825,	-153.45,	0,	0,	0,	0
158.883,	-125.309,	0,	0,	0,	0
-50.484,	223.665,	0,	0,	0,	0
-115.985,	-11.4181,	0,	0,	0,	0
-0.633361,	178.181,	0,	0,	0,	0
186.726,	4.67128,	0,	0,	0,	0
137.247,	55.6864,	0,	0,	0,	0
231.136,	-167.499,	0,	0,	0,	0
227.489,	-290.995,	0,	0,	0,	0
-193.72,	33.1748,	0,	0,	0,	0
1.88229,	175.977,	0,	0,	0,	0
-239.443,	195.623,	0,	0,	0,	0
47.3326,	-194.852,	0,	0,	0,	0
-126.574,	117.645,	0,	0,	0,	0
-164.59,	69.1252,	0,	0,	0,	0
224.581,	-33.8045,	0,	0,	0,	0
191.599,	-136.037,	0,	0,	0,	0
218.913,	-132.362,	0,	0,	0,	0
152.926,	-208.174,	0,	0,	0,	0
-187.733,	143.76,	0,	0,	0,	0
28.414,	169.141,	0,	0,	0,	0
163.392,	25.0717,	0,	0,	0,	0
203.979,	-83.7207,	0,	0,	0,	0
246.087,	-212.458,	0,	0,	0,	0
-31.382,	195.582,	0,	0,	0,	0
-131.386,	158.421,	0,	0,	0,	0
-19.6238,	-135.007,	0,	0,	0,	0
-228.659,	23.5849,	0,	0,	0,	0
186.44,	-179.587,	0,	0,	0,	0
4.90457,	-151.684,	0,	0,	0,	0
-186.952,	187.799,	0,	0,	0,	0
190.722,	-187.22,	0,	0,	0,	0
219.444,	-46.7232,	0,	0,	0,	0
-264.757,	231.066,	0,	0,	0,	0
-121.771,	-72.6688,	0,	0,	0,	0
-107.117,	-92.0288,	0,	0,	0,	0
-117.234,	160.816,	0,	0,	0,	0
-175.519,	177.606,	0,	0,	0,	0
207.245,	30.1579,	0,	0,	0,	0
164.816,	91.843,	0,	0,	0,	0
177.254,	0.553643,	0,	0,	0,	0
-256.251,	334.06,	0,	0,	0,	0
-110.064,	148.055,	0,	0,	0,	0
186.487,	-187.039,	0,	0,	0,	0
-192.696,	188.768,	0,	0,	0,	0
246.734,	-212.911,	0,	0,	0,	0
-148.16,	176.548,	0,	0,	0,	0
-234.464,	121.771,	0,	0,	0,	0
67.4621,	89.5408,	0,	0,	0,	0
143.027,	-153.461,	0,	0,	0,	0
126.962,	-175.349,	0,	0,	0,	0
84.3157,	162.869,	0,	0,	0,	0
221.755,	-184.646,	0,	0,	0,	0
25.8638,	-215.229,	0,	0,	0,	0
-107.544,	-138.242,	0,	0,	0,	0
-93.1812,	-152.455,	0,	0,	0,	0
150.037,	-132.727,	0,	0,	0,	0
87.5343,	135.093,	0,	0,	0,	0
-67.8447,	187.457,	0,	0,	0,	0
-20.1614,	-112.244,	0,	0,	0,	0
76.5244,	-223.096,	0,	0,	0,	0
120.277,	-193.643,	0,	0,	0,	0
11.0839,	185.822,	0,	0,	0,	0
186.622,	-52.3089,	0,	0,	0,	0
111.865,	-132.4,	0,	0,	0,	0
-160.307,	40.7798,	0,	0,	0,	0
28.9573,	-145.781,	0,	0,	0,	0
-192.986,	202.981,	0,	0,	0,	0
-169.042,	40.9101,	0,	0,	0,	0
-70.8783,	-158.552,	0,	0,	0,	0
-187.799,	-31.6186,	0,	0,	0,	0
-146.74,	215.687,	0,	0,	0,	0
-37.1887,	142.112,	0,	0,	0,	0
227.653,	-32.2493,	0,	0,	0,	0
199.75,	-143.694,	0,	0,	0,	0
162.765,	-216.544,	0,	0,	0,	0
204.467,	17.2878,	0,	0,	0,	0
-55.8361,	-92.4096,	0,	0,	0,	0
-21.812,	-195.595,	0,	0,	0,	0
71.1567,	131.751,	0,	0,	0,	0
33.2649,	-222.089,	0,	0,	0,	0
305.968,	-119.71,	0,	0,	0,	0
190.744,	-239.793,	0,	0,	0,	0
170.278,	-86.0811,	0,	0,	0,	0
82.1596,	104.667,	0,	0,	0,	0
-207.859,	-71.4597,	0,	0,	0,	0
-33.0641,	-189.216,	0,	0,	0,	0
79.5527,	-180.395,	0,	0,	0,	0
256.414,	-102.586,	0,	0,	0,	0
-36.6421,	-245.991,	0,	0,	0,	0
-77.8007,	182.147,	0,	0,	0,	0
237.114,	-260.652,	0,	0,	0,	0
-208.649,	71.1708,	0,	0,	0,	0
183.808,	-30.2059,	0,	0,	0,	0
-42.2673,	-161.304,	0,	0,	0,	0
-23.9994,	-125.5,	0,	0,	0,	0
134.096,	-171.975,	0,	0,	0,	0
-156.613,	258.901,	0,	0,	0,	0
161.614,	-89.0934,	0,	0,	0,	0
180.837,	-257.565,	0,	0,	0,	0
163.306,	32.7773,	0,	0,	0,	0
-186.982,	234.221,	0,	0,	0,	0
-149.398,	132.874,	0,	0,	0,	0
232.362,	-232.083,	0,	0,	0,	0
167.565,	-102.994,	0,	0,	0,	0
209.209,	-77.0693,	0,	0,	0,	0
159.589,	-222.281,	0,	0,	0,	0
-129.909,	-7.88993,	0,	0,	0,	0
-239.526,	195.07,	0,	0,	0,	0
126.743,	7.43103,	0,	0,	0,	0
-188.841,	199.24,	0,	0,	0,	0
184.908,	-194.025,	0,	0,	0,	0
65.877,	-185.9,	0,	0,	0,	0
-148.151,	131.258,	0,	0,	0,	0
174.204,	-13.8905,	0,	0,	0,	0
-167.24,	-44.4521,	0,	0,	0,	0
-258.326,	338.21,	0,	0,	0,	0
197.587,	-252.639,	0,	0,	0,	0
-213.167,	141.239,	0,	0,	0,	0
-127.197,	185.483,	0,	0,	0,	0
-96.1143,	199.037,	0,	0,	0,	0
-173.147,	230.674,	0,	0,	0,	0
-209.464,	147.218,	0,	0,	0,	0
30.4353,	-173.065,	0,	0,	0,	0
201.603,	-224.765,	0,	0,	0,	0
-27.2711,	232.936,	0,	0,	0,	0
189.433,	-272.985,	0,	0,	0,	0
207.971,	-168.249,	0,	0,	0,	0
248.041,	-229.703,	0,	0,	0,	0
184.233,	-37.8798,	0,	0,	0,	0
216.638,	-254.834,	0,	0,	0,	0
-139.562,	131.021,	0,	0,	0,	0
56.7659,	-215.036,	0,	0,	0,	0
-132.508,	-111.439,	0,	0,	0,	0
63.7999,	105.447,	0,	0,	0,	0
-334.329,	137.969,	0,	0,	0,	0
-219.787,	175.074,	0,	0,	0,	0
-40.1818,	227.463,	0,	0,	0,	0
0.252684,	-232.27,	0,	0,	0,	0
-226.703,	47.4172,	0,	0,	0,	0
-211.188,	237.442,	0,	0,	0,	0
-50.1324,	-150.336,	0,	0,	0,	0
39.0208,	111.434,	0,	0,	0,	0
-129.317,	-8.54059,	0,	0,	0,	0
-93.0774,	262.015,	0,	0,	0,	0
-21.3931,	-139.358,	0,	0,	0,	0
266.03,	-47.7796,	0,	0,	0,	0
-21.7086,	-110.811,	0,	0,	0,	0
245.141,	-200.939,	0,	0,	0,	0
50.7836,	165.357,	0,	0,	0,	0
97.9106,	-256.191,	0,	0,	0,	0
-214.968,	101.236,	0,	0,	0,	0
161.439,	5.8054,	0,	0,	0,	0
157.818,	31.4903,	0,	0,	0,	0
-206.867,	45.4637,	0,	0,	0,	0
108.093,	-120.406,	0,	0,	0,	0
158.43,	-269.071,	0,	0,	0,	0
-137.557,	341.17,	0,	0,	0,	0
-236.253,	72.6655,	0,	0,	0,	0
31.2863,	-189.398,	0,	0,	0,	0
-28.508,	179.107,	0,	0,	0,	0
-155.48,	197.854,	0,	0,	0,	0
-82.6589,	-66.4515,	0,	0,	0,	0
203.613,	-66.0556,	0,	0,	0,	0
-178.904,	199.017,	0,	0,	0,	0
191.849,	-97.1709,	0,	0,	0,	0
-136.916,	-73.8682,	0,	0,	0,	0
-30.3792,	204.623,	0,	0,	0,	0
150.129,	65.8748,	0,	0,	0,	0
167.299,	-106.654,	0,	0,	0,	0
-161.145,	85.756,	0,	0,	0,	0
-225.374,	183.2,	0,	0,	0,	0
-154.034,	250.132,	0,	0,	0,	0
-67.614,	283.063,	0,	0,	0,	0
-113.669,	-58.8405,	0,	0,	0,	0
-34.7732,	250.87,	0,	0,	0,	0
-217.143,	172.894,	0,	0,	0,	0
-242.752,	170.572,	0,	0,	0,	0
210.733,	31.4403,	0,	0,	0,	0
-197.223,	270.23,	0,	0,	0,	0
-15.7885,	170.169,	0,	0,	0,	0
139.3,	-185.734,	0,	0,	0,	0
145.412,	3.44856,	0,	0,	0,	0
-159.463,	20.2135,	0,	0,	0,	0
-205.072,	226.475,	0,	0,	0,	0
-18.9027,	177.755,	0,	0,	0,	0
-113.141,	125.832,	0,	0,	0,	0
-15.8658,	145.094,	0,	0,	0,	0
-217.902,	30.1245,	0,	0,	0,	0
-182.444,	162.984,	0,	0,	0,	0
31.0232,	-223.056,	0,	0,	0,	0
137.497,	44.3879,	0,	0,	0,	0
35.2437,	-231.975,	0,	0,	0,	0
161.487,	-10.1563,	0,	0,	0,	0
219.753,	-200.577,	0,	0,	0,	0
-106.717,	-66.5392,	0,	0,	0,	0
162.346,	-175.074,	0,	0,	0,	0
183.324,	-21.4553,	0,	0,	0,	0
197.098,	-221.876,	0,	0,	0,	0
-228.635,	66.6977,	0,	0,	0,	0
326.852,	-182.12,	0,	0,	0,	0
-78.9298,	-141.764,	0,	0,	0,	0
162.711,	-187.399,	0,	0,	0,	0
113.529,	80.0115,	0,	0,	0,	0
33.4035,	145.636,	0,	0,	0,	0
151.308,	-123.156,	0,	0,	0,	0
-50.1618,	-182.698,	0,	0,	0,	0
63.2405,	-204.436,	0,	0,	0,	0
147.553,	-168.126,	0,	0,	0,	0
107.368,	76.1846,	0,	0,	0,	0
188.695,	-71.7449,	0,	0,	0,	0
107.727,	88.667,	0,	0,	0,	0
-27.2589,	-124.039,	0,	0,	0,	0
-30.1515,	200.888,	0,	0,	0,	0
197.77,	14.3685,	0,	0,	0,	0
168.012,	-89.7087,	0,	0,	0,	0
90.3072,	-216.592,	0,	0,	0,	0
266.271,	-142.948,	0,	0,	0,	0
201.354,	-242.9,	0,	0,	0,	0
-186.851,	56.2356,	0,	0,	0,	0
-42.9791,	-146.364,	0,	0,	0,	0
228.254,	-131.089,	0,	0,	0,	0
-171.55,	-60.1311,	0,	0,	0,	0
-6.71899,	169.632,	0,	0,	0,	0
-151.402,	5.06926,	0,	0,	0,	0
-26.655,	-158.888,	0,	0,	0,	0
34.2716,	-132.903,	0,	0,	0,	0
195.338,	83.2333,	0,	0,	0,	0
-153.961,	-6.13326,	0,	0,	0,	0
165.127,	-197.77,	0,	0,	0,	0
187.772,	-227.976,	0,	0,	0,	0
-207.989,	100.864,	0,	0,	0,	0
24.2056,	144.541,	0,	0,	0,	0
-94.6544,	-120.481,	0,	0,	0,	0
-201.481,	182.546,	0,	0,	0,	0
64.4288,	110.703,	0,	0,	0,	0
31.7347,	-156.928,	0,	0,	0,	0
153.056,	31.0356,	0,	0,	0,	0
206.794,	-187.945,	0,	0,	0,	0
172.323,	-168.187,	0,	0,	0,	0
128.08,	-274.497,	0,	0,	0,	0
70.6394,	121.928,	0,	0,	0,	0
-24.8132,	202.262,	0,	0,	0,	0
-132.192,	247.429,	0,	0,	0,	0
-79.161,	-40.3243,	0,	0,	0,	0
-28.9735,	192.921,	0,	0,	0,	0
-8.78868,	-209.065,	0,	0,	0,	0
-158.107,	-75.6401,	0,	0,	0,	0
-5.43189,	-145.487,	0,	0,	0,	0
20.4908,	-236.486,	0,	0,	0,	0
82.8744,	102.646,	0,	0,	0,	0
-171.679,	143.925,	0,	0,	0,	0
-201.938,	31.429,	0,	0,	0,	0
-29.2683,	144.91,	0,	0,	0,	0
149.751,	-74.148,	0,	0,	0,	0
-313.481,	96.208,	0,	0,	0,	0
-166.747,	189.564,	0,	0,	0,	0
133.147,	39.1642,	0,	0,	0,	0
151.377,	7.76443,	0,	0,	0,	0
163.474,	-139.35,	0,	0,	0,	0
107.433,	-338.942,	0,	0,	0,	0
123.565,	-191.447,	0,	0,	0,	0
167.119,	-35.5043,	0,	0,	0,	0
-164.111,	23.3969,	0,	0,	0,	0
5.9361,	206.678,	0,	0,	0,	0
145.722,	-162.827,	0,	0,	0,	0
-18.2765,	-157.3,	0,	0,	0,	0
-192.997,	216.192,	0,	0,	0,	0
-235.291,	45.3261,	0,	0,	0,	0
65.6785,	-269.445,	0,	0,	0,	0
-245.685,	224.301,	0,	0,	0,	0
4.14435,	-176.945,	0,	0,	0,	0
-167.232,	306.855,	0,	0,	0,	0
