432
#
0 0 0 0
6469 0.015625        0        0
1979 0.03125       0       0
6470 0.046875        0        0
676 0.0625      0      0
6472 0.078125        0        0
1980 0.09375       0       0
6471 0.109375        0        0
104 0.125     0     0
6419 0.140625        0        0
1954 0.15625       0       0
6420 0.171875        0        0
663 0.1875      0      0
6418 0.203125        0        0
1953 0.21875       0       0
6417 0.234375        0        0
72 0.25    0    0
6477 0.265625        0        0
1983 0.28125       0       0
6478 0.296875        0        0
678 0.3125      0      0
6480 0.328125        0        0
1984 0.34375       0       0
6479 0.359375        0        0
108 0.375     0     0
6511 0.390625        0        0
2000 0.40625       0       0
6512 0.421875        0        0
686 0.4375      0      0
6510 0.453125        0        0
1999 0.46875       0       0
6509 0.484375        0        0
7 0.5   0   0
6589 0.515625        0        0
2039 0.53125       0       0
6590 0.546875        0        0
706 0.5625      0      0
6592 0.578125        0        0
2040 0.59375       0       0
6591 0.609375        0        0
145 0.625     0     0
6907 0.640625        0        0
2198 0.65625       0       0
6908 0.671875        0        0
785 0.6875      0      0
6906 0.703125        0        0
2197 0.71875       0       0
6905 0.734375        0        0
115 0.75    0    0
8509 0.765625        0        0
2999 0.78125       0       0
8510 0.796875        0        0
1186 0.8125      0      0
8512 0.828125        0        0
3000 0.84375       0       0
8511 0.859375        0        0
157 0.875     0     0
7039 0.890625        0        0
2264 0.90625       0       0
7040 0.921875        0        0
818 0.9375      0      0
7038 0.953125        0        0
2263 0.96875       0       0
7037 0.984375        0        0
4 1 0 0
8541 1.01562       0       0
3015 1.03125       0       0
8542 1.04688       0       0
1194 1.0625      0      0
8544 1.07812       0       0
3016 1.09375       0       0
8543 1.10938       0       0
245 1.125     0     0
8295 1.14062       0       0
2892 1.15625       0       0
8296 1.17188       0       0
1132 1.1875      0      0
8294 1.20312       0       0
2891 1.21875       0       0
8293 1.23438       0       0
189 1.25    0    0
8273 1.26562       0       0
2881 1.28125       0       0
8274 1.29688       0       0
1127 1.3125      0      0
8276 1.32812       0       0
2882 1.34375       0       0
8275 1.35938       0       0
257 1.375     0     0
8259 1.39062       0       0
2874 1.40625       0       0
8260 1.42188       0       0
1123 1.4375      0      0
8258 1.45312       0       0
2873 1.46875       0       0
8257 1.48438       0       0
175 1.5   0   0
8961 1.51562       0       0
3225 1.53125       0       0
8962 1.54688       0       0
1299 1.5625      0      0
8964 1.57812       0       0
3226 1.59375       0       0
8963 1.60938       0       0
330 1.625     0     0
8827 1.64062       0       0
3158 1.65625       0       0
8828 1.67188       0       0
1265 1.6875      0      0
8826 1.70312       0       0
3157 1.71875       0       0
8825 1.73438       0       0
312 1.75    0    0
8937 1.76562       0       0
3213 1.78125       0       0
8938 1.79688       0       0
1293 1.8125      0      0
8940 1.82812       0       0
3214 1.84375       0       0
8939 1.85938       0       0
332 1.875     0     0
9001 1.88281       0       0
3245 1.89062       0       0
9002 1.89844       0       0
1309 1.90625       0       0
9004 1.91406       0       0
3246 1.92188       0       0
9003 1.92969       0       0
340 1.9375      0      0
8991 1.94531       0       0
3240 1.95312       0       0
8992 1.96094       0       0
1306 1.96875       0       0
8990 1.97656       0       0
3239 1.98438       0       0
8989 1.99219       0       0
1 2 0 0
8993   2.00156 0.0078125         0
3241  2.00312 0.015625        0
8994   2.00469 0.0234375         0
1307 2.00625 0.03125       0
8996   2.00781 0.0390625         0
3242  2.00937 0.046875        0
8995   2.01094 0.0546875         0
341 2.0125 0.0625      0
8855   2.01406 0.0703125         0
3172  2.01562 0.078125        0
8856   2.01719 0.0859375         0
1272 2.01875 0.09375       0
8854  2.02031 0.101562        0
3171  2.02188 0.109375        0
8853  2.02344 0.117188        0
328 2.025 0.125     0
8999  2.02813 0.140625        0
3244 2.03125 0.15625       0
9000  2.03437 0.171875        0
1308 2.0375 0.1875      0
8998  2.04062 0.203125        0
3243 2.04375 0.21875       0
8997  2.04688 0.234375        0
306 2.05 0.25    0
8925  2.05313 0.265625        0
3207 2.05625 0.28125       0
8926  2.05938 0.296875        0
1290 2.0625 0.3125      0
8928  2.06562 0.328125        0
3208 2.06875 0.34375       0
8927  2.07187 0.359375        0
308 2.075 0.375     0
8819  2.07812 0.390625        0
3154 2.08125 0.40625       0
8820  2.08438 0.421875        0
1263 2.0875 0.4375      0
8818  2.09063 0.453125        0
3153 2.09375 0.46875       0
8817  2.09687 0.484375        0
202 2.1 0.5   0
8501  2.10156 0.507812        0
2995  2.10312 0.515625        0
8502  2.10469 0.523438        0
1184 2.10625 0.53125       0
8504  2.10781 0.539062        0
2996  2.10938 0.546875        0
8503  2.11094 0.554688        0
276 2.1125 0.5625      0
8471  2.11406 0.570312        0
2980  2.11563 0.578125        0
8472  2.11719 0.585938        0
1176 2.11875 0.59375       0
8470  2.12031 0.601562        0
2979  2.12188 0.609375        0
8469  2.12344 0.617188        0
273 2.125 0.625     0
8495  2.12812 0.640625        0
2992 2.13125 0.65625       0
8496  2.13437 0.671875        0
1182 2.1375 0.6875      0
8494  2.14062 0.703125        0
2991 2.14375 0.71875       0
8493  2.14688 0.734375        0
218 2.15 0.75    0
8573  2.15313 0.765625        0
3031 2.15625 0.78125       0
8574  2.15937 0.796875        0
1202 2.1625 0.8125      0
8576  2.16562 0.828125        0
3032 2.16875 0.84375       0
8575  2.17188 0.859375        0
220 2.175 0.875     0
8579  2.17813 0.890625        0
3034 2.18125 0.90625       0
8580  2.18438 0.921875        0
1203 2.1875 0.9375      0
8578  2.19062 0.953125        0
3033 2.19375 0.96875       0
8577  2.19687 0.984375        0
2 2.2   1   0
8585 2.18438       1       0
3037 2.16875       1       0
8586 2.15313       1       0
1205 2.1375      1      0
8588 2.12188       1       0
3038 2.10625       1       0
8587 2.09063       1       0
231 2.075     1     0
8203 2.05938       1       0
2846 2.04375       1       0
8204 2.02813       1       0
1109 2.0125      1      0
8202 1.99687       1       0
2845 1.98125       1       0
8201 1.96562       1       0
224 1.95    1    0
7867 1.93437       1       0
2678 1.91875       1       0
7868 1.90312       1       0
1025 1.8875      1      0
7866 1.87187       1       0
2677 1.85625       1       0
7865 1.84062       1       0
222 1.825     1     0
7811 1.80937       1       0
2650 1.79375       1       0
7812 1.77812       1       0
1011 1.7625      1      0
7810 1.74687       1       0
2649 1.73125       1       0
7809 1.71562       1       0
182 1.7   1   0
8161 1.68437       1       0
2825 1.66875       1       0
8162 1.65312       1       0
1099 1.6375      1      0
8164 1.62187       1       0
2826 1.60625       1       0
8163 1.59062       1       0
247 1.575     1     0
8159 1.55937       1       0
2824 1.54375       1       0
8160 1.52812       1       0
1098 1.5125      1      0
8158 1.49687       1       0
2823 1.48125       1       0
8157 1.46562       1       0
192 1.45    1    0
7733 1.43437       1       0
2611 1.41875       1       0
7734 1.40312       1       0
992 1.3875      1      0
7736 1.37187       1       0
2612 1.35625       1       0
7735 1.34062       1       0
193 1.325     1     0
7739 1.30937       1       0
2614 1.29375       1       0
7740 1.27812       1       0
993 1.2625      1      0
7738 1.24687       1       0
2613 1.23125       1       0
7737 1.21562       1       0
6 1.2   1   0
7329 1.18437       1       0
2409 1.16875       1       0
7330 1.15312       1       0
891 1.1375      1      0
7332 1.12187       1       0
2410 1.10625       1       0
7331 1.09062       1       0
77 1.075     1     0
6199 1.05937       1       0
1844 1.04375       1       0
6200 1.02812       1       0
608 1.0125      1      0
6198 0.996875        1        0
1843 0.98125       1       0
6197 0.965625        1        0
49 0.95    1    0
5697 0.934375        1        0
1593 0.91875       1       0
5698 0.903125        1        0
483 0.8875      1      0
5700 0.871875        1        0
1594 0.85625       1       0
5699 0.840625        1        0
59 0.825     1     0
6069 0.817187        1        0
1779 0.809375        1        0
6070 0.801562        1        0
576 0.79375       1       0
6072 0.785937        1        0
1780 0.778125        1        0
6071 0.770312        1        0
68 0.7625      1      0
6003 0.754687        1        0
1746 0.746875        1        0
6004 0.739062        1        0
559 0.73125       1       0
6002 0.723437        1        0
1745 0.715625        1        0
6001 0.707812        1        0
38 0.7   1   0
6393 0.684375        1        0
1941 0.66875       1       0
6394 0.653125        1        0
657 0.6375      1      0
6396 0.621875        1        0
1942 0.60625       1       0
6395 0.590625        1        0
89 0.575     1     0
6315 0.559375        1        0
1902 0.54375       1       0
6316 0.528125        1        0
637 0.5125      1      0
6314 0.496875        1        0
1901 0.48125       1       0
